area_sqft,bedrooms,bathrooms,floors,property_age,renovation_status,lot_size,distance_city_km,neighborhood_score,crime_rate_index,school_rating,hospital_proximity_km,shopping_center_proximity_km,public_transport_score,parking_availability,property_type,construction_quality,energy_efficiency_score,water_supply_score,electricity_supply_score,internet_availability_score,green_space_index,flood_risk_index,noise_pollution_level,SalePrice,Fireplaces
1489,3,2,2,86,1,9900,4.59,5.5,4.2,7.1,3.29,3.99,7.8,1,1Fam,6,0.3,5.5,6,5.6,6.6,9.9,5.4,139500,1
1489,3,2,1,20,0,11216,5.16,7.8,1,10,3.28,1.67,8.3,1,1Fam,8,7.5,7.9,8.1,8.1,7.7,0.2,5.7,232600,1
2084,2,2,1,19,1,14803,8.85,10,0,10,1.08,0.89,4.7,1,1Fam,10,8.5,10,9.9,9.6,10,2.4,0.8,385000,1
784,2,1,1,102,1,6130,4.64,5.4,2.8,6.3,5.75,5.88,8.9,0,1Fam,5,0,5,5.5,5.2,2.2,8.9,5.6,109500,0
1434,3,2,1,25,0,8529,3.74,6.9,3.2,7.3,4.79,2.05,8.4,1,1Fam,7,6.3,6.8,7.4,7,5.7,4.3,5.3,189000,1
2126,3,2.5,2,59,0,28698,13.93,4.7,6.4,4.8,7.39,4.82,0.8,1,1Fam,5,2.4,4.2,4.5,4.9,10,6.3,0,185000,0
1223,2,2.5,2,21,0,2544,0.99,7.7,1.5,7.7,5.7,3.28,10,1,Twnhs,7,9.5,7.3,6.5,7.6,2.6,1.3,9.3,147400,0
1392,3,1.5,1,69,0,11900,4.61,6.9,3.4,6.7,6.24,3.73,7.9,1,1Fam,6,2.8,5.6,5.9,5.7,8.3,6.7,7.4,166000,2
1200,2,2.5,2,21,0,3180,0.67,7.5,3.3,6.9,4.33,3.59,8.9,1,TwnhsE,7,5.7,7.1,7.4,7.3,2.7,1.8,10,151000,0
1829,3,2.5,2,23,0,9548,3.77,7,4.3,7.6,5.37,3.28,8.9,1,1Fam,7,7.5,6.8,7.1,6.6,6.7,2.8,7,237000,1
1516,3,1.5,1,62,0,10004,4.23,5.6,3.6,6.9,6.12,5.83,8.6,1,1Fam,6,2.3,6.4,5.7,6.1,5.7,7.2,5.8,167000,0
1144,3,1,1,65,0,7875,3.9,4.6,4.3,5.8,7.94,3.47,8.1,1,1Fam,5,2.7,4.9,5.1,4.4,6.5,5.4,5.2,139950,0
1067,2,2,1,76,1,9600,5.03,4.3,4,4.8,8.78,5.88,7.1,1,1Fam,4,0,4,3.8,3.7,7.2,9.4,5.9,128000,0
1559,2,1,1,78,1,8100,5.6,5.2,5.1,5.7,7.03,4.09,7,1,1Fam,5,0,5.2,5.4,5,6.3,9.4,4.6,153500,0
987,2,1.5,2,53,0,1680,0,6.7,6,6.2,5.1,4.6,9.5,1,Twnhs,6,2.7,7.1,6.2,6.9,2.4,4.4,10,100000,0
1099,3,1.5,1,31,1,9525,5.75,5.3,5.3,5.1,6.35,3.38,8.2,1,1Fam,5,5.6,5.4,4.8,5.1,6.8,3.2,6,144000,0
1200,3,1,2,80,1,11767,5.67,4.2,5,4.7,6.45,5.35,6.7,1,1Fam,5,0.8,5,5.1,5.8,9.3,9.7,3.5,130500,0
1482,4,2,2,101,1,12155,6.03,6.5,4.3,7.8,5.68,3.37,4.8,1,1Fam,6,0,6,6.7,6.1,8.5,10,3,140000,0
1539,3,2,2,122,1,10440,5.89,4.5,5,5.5,7.27,4.27,8.7,1,1Fam,5,0,4.7,4.7,4.8,6.7,10,3.9,157500,1
1165,3,1.5,1,60,0,9020,3.39,5.8,3.2,6.4,6.72,2.55,7.9,1,1Fam,6,0.7,5.5,6.2,6.8,6,6.8,7.4,174900,0
1800,6,2,1,65,0,8000,4.38,5.1,5.8,4.8,6.95,4.53,7.6,0,Duplex,5,2.9,4.7,5,5.2,5.3,9.5,6.2,141000,0
1416,4,1.5,2,111,1,12665,6.5,6,5.2,7.6,7.02,6.08,7.7,1,1Fam,5,0,4.6,5.2,4.7,7.9,10,2.6,153900,1
1701,3,2,1,51,1,16647,8.82,6.6,5,4.7,7.14,4.97,7.4,1,1Fam,5,3.3,5.3,4.7,5.2,10,4.5,1.9,171000,2
1775,3,2.5,2,33,0,9317,4.95,7.3,2,7.4,4.48,3.63,4.9,1,1Fam,7,5.6,6.5,7.1,6.9,6.5,3.5,3.9,213000,1
864,3,1,1,54,0,15523,10.22,4.9,6.3,5.8,6.07,6.66,6.6,1,1Fam,5,3.7,5.7,5.6,4,10,5.6,0,133500,1
2358,5,3,2,118,1,45600,22.16,6.3,4.7,7,4.24,4.26,0,1,1Fam,6,0,6.4,5.5,6.5,10,10,0,240000,1
1855,3,2.5,2,50,1,9600,4.27,6.4,3.4,7.3,5.3,3.44,8.1,1,1Fam,6,4.2,6,5.3,6.5,9.4,5.4,5.2,187000,1
848,1,1,1,23,0,4435,1.59,5.8,5,7.9,6.47,4.47,9,1,TwnhsE,6,6.4,6,5.4,6.9,1.8,1,9.3,131500,0
1456,2,2,1,23,0,3196,1.04,8.9,1.5,9.2,3.3,1.46,9.8,1,TwnhsE,8,5.5,7.7,7.4,8.2,1.3,1.6,9.2,215000,1
1646,4,2,2,85,1,7128,2.93,7.1,2.2,7,4.76,2.5,7.7,1,1Fam,7,0,7.1,7.3,6.9,3.4,9.3,8.8,164000,2
1445,3,1.5,1,62,0,12095,7.24,6.2,3.2,6.4,6.47,2.48,5.1,1,1Fam,6,2.3,6.5,5.3,6.4,7.8,4.4,2.5,158000,1
1779,3,1.5,1,71,1,17920,10.38,5.3,3.2,5.7,7.52,5.93,5.1,1,1Fam,5,0.5,4.6,4.9,5.4,10,8,0,170000,1
1040,3,1.5,1,64,1,6897,2.88,5.2,5.5,6.9,5.92,4.61,8.7,1,1Fam,5,2.2,4.2,5.3,5.8,4.1,4.4,8.3,127000,0
1026,3,1,1,48,0,10970,4.65,6.4,2.2,5.6,7,4.18,8.3,1,1Fam,6,3.4,6.4,6.2,6,6.8,3.1,5.3,147000,0
1481,3,2.5,2,32,1,8125,4.53,5.7,2.8,7.4,7.13,2.96,6.8,1,1Fam,6,4.9,6.2,5.8,5.9,5.6,2.7,7,174000,1
1370,3,2,1,50,0,10400,4.65,6.7,0.9,7.8,3.87,3.44,8.4,1,1Fam,7,2.6,6.4,7.1,6.6,6.4,5.3,5.9,152000,1
2654,4,2.5,2,58,1,11029,6.15,5.4,3.9,7.2,5.18,3.24,6.6,1,1Fam,6,4.3,5.6,6.1,6.3,7.7,7.1,1.5,250000,1
1426,3,1.5,2,108,1,7642,4.02,7.2,2.8,7.6,6.19,2.86,8.5,1,1Fam,7,0,6.6,6.9,6.2,6.2,10,7.2,189950,1
1039,3,1.5,1,61,0,11625,4.3,5.4,4.7,4.9,6.85,5.88,6.6,1,2fmCon,5,4.1,4.6,4.9,5.4,8.4,5.9,6.6,131500,0
1097,3,2,1,42,1,9672,6.38,6.2,3,7.1,3.78,4.79,7.8,1,1Fam,6,5.3,5.8,7.1,6.3,7.3,4.8,4.6,152000,0
1148,3,1,1,67,0,7931,5.76,5.8,3.8,6,5.6,4.98,8.9,1,1Fam,5,1.2,4.9,5.4,5.3,6.4,5.8,2.3,132500,0
1372,3,2,1,19,1,8640,3.71,7,3.5,8.4,4.75,1.23,6.6,1,1Fam,7,8.9,6.7,8.2,7.1,6,2,5.6,250580,0
1002,3,1,1,56,0,8750,3.99,5.3,4.4,5.5,5.84,7.99,7.1,1,1Fam,5,3,4.6,4.8,5.8,5.7,4.4,5.4,148500,0
1646,3,2,1,20,1,10656,5.61,7.5,2.3,8.4,3.59,3.75,7.5,1,1Fam,8,7.7,7.9,8,8.4,6.3,2.1,3.5,248900,1
1120,3,1.5,1,65,0,6970,3.82,3.8,5.1,3.3,8.03,6.72,10,1,1Fam,4,1.8,4.1,3.3,3.7,4.3,6.4,7.9,129000,0
2320,2,2,2,78,1,14762,8.04,5.3,5.2,6.1,8.46,4.25,5.4,1,1Fam,5,0,4.8,4.6,4.7,9.3,7,1.9,169000,1
1949,3,2.5,2,33,1,9938,6.98,7.4,4.3,8,4.71,2.89,9.6,1,1Fam,7,7.5,7.6,8,6.6,7.4,3.5,3,236000,1
894,2,1,1,64,0,6600,3.12,4.9,5.6,4.8,8.07,4.46,10,1,1Fam,5,2.5,5.3,4.7,5.3,4.7,6.6,7.4,109500,0
1682,3,2.5,2,28,0,8750,3.58,6,3.6,6.2,7.43,5.26,7.7,1,1Fam,6,6.8,5.2,7,5.5,6.5,4,7,200500,0
910,3,1,1,73,1,8892,3.07,4.2,5.3,5.2,8.43,5.26,7.5,1,1Fam,5,0.8,5.3,4.4,5.5,4.8,5.7,3.6,116000,0
1268,3,1,1,77,1,12144,5.34,4.8,4.8,4.5,7.28,4.22,6.3,1,1Fam,5,0.5,5.3,4.5,5.7,9.5,7.6,4,133000,1
1131,3,1.5,2,85,1,5720,2.83,5.4,5,4.9,5.04,4.53,8.5,1,1Fam,5,0,4.8,4.8,4.6,3.4,7.7,5.8,66500,0
2610,4,2.5,2,19,0,9000,6.29,8.3,1.7,8,4.46,3.12,6.3,1,1Fam,8,8.2,7.3,8,7.9,4.9,2.8,4.1,303477,1
1040,3,1,1,63,0,25286,12.13,4.3,5.8,4.1,9.05,7.6,3.6,1,1Fam,4,0.8,4,4.5,4,10,7.1,0,132250,0
2224,4,2.5,2,22,1,8834,4.64,9,1.2,9.4,2.92,2.53,9.3,1,1Fam,9,7.4,9,9.2,9.4,8.4,2.7,5.4,350000,1
1155,3,1,1,65,1,11782,5.87,5,4,4.4,8.74,5.76,6.4,1,1Fam,5,2.4,4.4,4.8,5.8,7.5,5.8,2,148000,0
864,3,1,1,48,1,7000,4.69,4.7,4,6.9,7.86,4.75,8,1,1Fam,5,3.8,4.3,4.9,4.2,4.3,5.7,5,136500,0
1090,2,1.5,1,21,1,7024,6.04,5.3,3.6,6.4,7.57,1.76,6.5,1,1Fam,5,7.7,5,4.8,4.8,4.5,0.6,5.1,157000,0
1717,3,2.5,2,36,1,13758,6.35,7.2,1.4,7.2,6.09,3.3,6.9,1,1Fam,7,4.5,6.9,6.5,6.9,9,1.9,5.1,187500,1
1593,3,2.5,2,34,1,9636,4.33,6.2,2.8,6.8,6.33,4,7.9,1,1Fam,6,4.8,5.8,5.6,5.3,5.6,2.1,6.4,178000,1
2230,5,1,2,114,1,6204,4.15,3.7,6.2,4.7,5.51,6.14,8.5,1,1Fam,4,0,4,4.5,3.8,4.3,10,4.5,118500,0
892,3,1,1,59,0,7150,4.26,3.9,4.1,6.3,6.5,5.05,8,1,1Fam,5,3.3,4.4,4.1,5.2,5.8,6.6,7,100000,0
1709,2,2,1,27,1,5119,4.41,9.5,1.5,9.3,4.2,0,8.4,1,TwnhsE,9,4.8,8.8,9.8,8.9,3.7,0,6.3,328900,1
1712,4,2,1,67,1,8393,4.78,4.8,5,6.3,6.19,5.56,8.4,1,Duplex,5,2.1,5.3,4.8,4.2,4.5,8,5.1,145000,0
1393,3,1.5,2,71,0,16466,7.87,4.6,3,5.1,6.78,5.63,5.9,1,1Fam,5,0.6,4.8,4.6,6.4,10,7.2,0.1,135500,0
2217,4,2,1,56,0,15865,8.52,8.3,2.7,7.9,2.96,2.68,6.3,1,1Fam,8,2.8,7.2,8.4,8.1,10,4,2.4,268000,1
1505,2,1,1,73,0,12160,7.19,5.8,4.8,7.1,7.78,4.95,7.2,1,1Fam,6,0,5.8,6.7,6.1,8.2,7.4,2.2,149500,1
924,3,1,2,77,1,8064,4.85,5.5,4,6.4,8.68,5.6,9.1,1,1Fam,5,0,4.5,5.6,4.5,6.7,8.8,5.5,122900,1
1683,3,2.5,2,48,0,11184,6.1,6.3,4.4,8.4,5.12,3.59,7.9,1,1Fam,6,5,6.1,6.3,6.1,7.3,5.4,4,172500,1
1068,3,1,1,63,1,8414,5.27,6.3,3.1,5.8,6.15,3.93,8.1,1,1Fam,6,2.2,6.2,6.5,5.9,5.5,7.4,6.3,154500,0
1383,3,1,1,72,0,13284,7.81,4.3,5.1,6,6.32,5.09,8.2,1,1Fam,5,0.6,4.2,4.1,4.1,10,5.8,2.1,165000,1
1535,4,2,1,47,0,7018,4.89,5.6,3.7,5.2,7.61,5.11,8.7,1,Duplex,5,4,5.4,4.7,4.5,5.6,4.3,5.1,118858,0
1796,4,1.5,2,63,0,7056,4.18,6.1,2.2,7.1,6.51,5,9.5,1,1Fam,6,2.6,5.4,5.5,6.4,5.3,5.4,7.4,140000,1
951,2,1,1,90,1,8765,4.22,3.8,5.6,3.4,8.81,6.64,8.4,1,1Fam,4,0,4.8,4.6,5,7.8,10,5.1,106500,0
2240,6,2,2,47,0,7018,3.66,5.1,4.9,4.6,7.33,7.08,6.4,1,Duplex,5,4,5,4.8,5.2,5.2,5.3,7.2,142953,0
2364,2,2.5,1,17,1,12919,7.67,8.1,0.6,9.4,5.94,3.21,8.1,1,1Fam,9,9,8.4,9.4,9.6,6.6,4.5,2.1,611657,2
1236,3,1,1,65,1,6993,2.68,5.2,3.8,5.6,5.97,5.08,8.4,1,1Fam,5,2.8,4.4,5.3,4.9,5.5,6,6.3,135000,1
858,2,1,1,55,0,7340,4.04,3.5,5.6,4,6.29,2.16,8.1,1,1Fam,4,3.5,4.2,3.6,4,3.3,4.8,6,110000,0
1306,2,1,1,69,1,8712,3.96,4.3,5.3,6,6.61,6.24,8.1,1,1Fam,5,1.4,4.8,4.7,5.5,6.3,6.8,6.7,153000,0
1509,3,2.5,2,23,0,7875,3.97,6.2,3,8.4,3.43,2.46,7.7,1,1Fam,7,7.8,7,7.6,7.8,3.5,3.7,7.4,180000,1
1670,3,2,1,20,0,14859,8.71,7.6,3.2,8.1,3.51,2.2,6.5,1,1Fam,7,7.8,7.8,6.6,7.7,9.4,1.6,2.8,240000,1
902,3,1,1,59,0,6173,3.28,4.7,4.3,6.6,6,4.6,7.9,1,1Fam,5,3.7,4.7,5.1,4.5,3.8,6,6.4,125500,0
1063,3,1,1,72,0,9920,5.01,5.8,6.2,5.8,6.08,4.55,8.8,1,1Fam,5,1.9,5,4.6,5,5.8,7.3,4,128000,0
1636,3,2,1,20,0,13501,5.39,7.7,0.8,7.9,3.05,2.61,6.5,1,1Fam,8,6.5,8.7,7.8,8.1,8.7,2,4.3,255000,1
2057,3,1.5,2,90,1,11500,6.5,6.1,3.5,8.7,5.52,1.44,6.7,1,1Fam,7,0,7.1,7,6.9,8.7,8.3,2.3,250000,1
902,2,1,1,43,0,8885,5.09,4.4,6.2,5.1,6.49,3.92,6.9,1,1Fam,5,3.9,4.2,4.6,5.2,5.2,4.2,4.7,131000,0
1484,3,2.5,2,21,0,12589,8.46,6.6,4.5,7.2,5.82,4.34,7.1,1,1Fam,6,8.4,6.3,5.5,6.4,8.9,1.9,1.2,174000,1
2274,5,2,2,66,0,11600,5.49,4.9,4.8,6.6,7.89,5.62,7.3,1,Duplex,5,0.2,4.4,5.1,5.5,6.8,6.6,5.2,154300,0
1268,3,1.5,1,49,1,9286,4.86,4.7,4.5,5.8,6.23,5.64,8.1,1,1Fam,5,4.3,5.7,4.6,5.8,6,5.8,2.9,143500,0
1015,3,1,1,101,1,6120,3.31,5.1,6,4.5,6.74,4.21,7.4,1,1Fam,5,0,4.6,4.6,4.8,4.4,10,6,88000,0
2002,4,2,2,77,1,6270,4.71,5.3,3.6,4.9,7.37,4.02,6.8,1,Duplex,5,1.5,6.5,4.5,4.3,3.2,6.9,4.6,145000,0
1224,2,2.5,2,17,0,3000,1.4,6.6,3,7.5,4.06,3.49,9.9,1,TwnhsE,6,8.1,6.7,6,6.2,0.7,1.3,9.8,173733,0
1092,3,1.5,2,56,0,2001,1.28,4.7,5.6,4.3,5.62,6.24,10,1,Twnhs,4,1.7,3.6,4.5,4.9,1.8,4.8,7.6,75000,0
480,1,0,1,77,1,9000,5.11,1.8,9.2,2.3,10.35,9.49,6.7,1,1Fam,2,0,2,2.8,1.8,7.1,7.9,5.1,35311,0
1229,3,1,1,70,0,17140,8.76,3.3,6.4,4.9,8.49,3.95,7.3,1,1Fam,4,0.1,4.4,3.6,4.3,10,6.5,1.1,135000,0
2127,4,2.5,2,35,0,13125,6.12,6.8,2,8.2,7.06,2.78,7,1,1Fam,7,5.1,7.4,8.1,7.3,8.3,3.7,4.9,238000,1
1414,3,1,1,68,1,11029,5.71,6.1,3.7,6.8,6.16,2.67,7.2,1,1Fam,6,1.3,6.2,5.5,6.1,7.5,7.9,4.9,176500,1
1721,3,2.5,2,32,0,8462,5.3,5.5,3.4,6.5,6.82,2.35,7.5,1,1Fam,6,4.8,6.6,6.5,6,5.7,0.7,4.8,201000,0
2200,4,3,2,126,1,8777,3.36,4.5,4.3,5.3,6.8,5.97,6.4,0,Duplex,5,0,4.9,4.6,4.5,6.1,10,6.1,145900,0
1316,3,2,1,21,1,10237,5.25,6.2,5,7.2,6.3,4.54,8.4,1,1Fam,6,6,5.8,5.6,4.9,4.3,1.6,2.9,169990,1
1617,2,2,1,33,1,8012,3.31,6,2.6,7,7.67,4.45,7.2,1,TwnhsE,6,7.2,5.8,5.6,5.4,4.3,3.8,6.9,193000,1
1686,3,2,1,46,0,10240,6.32,6,5.6,6.4,3.88,4.92,6.7,1,1Fam,6,5.4,6.4,6,5.8,6,3.7,4.2,207500,1
1126,3,2,1,49,0,15611,6.28,4.6,5.8,6.3,7.41,4.52,7.1,1,1Fam,5,4.8,5.2,5.3,5.5,10,6.1,2.1,175000,0
2374,4,2.5,2,23,1,11999,5.44,7.9,3.1,8.7,6.14,1.57,5.1,1,1Fam,8,6.4,8.1,8.3,7.9,8.2,3.2,3.3,285000,1
1978,4,2.5,2,58,0,9900,5.33,6.5,2.5,7.1,5.28,5.19,6,1,1Fam,7,3.1,7.4,6.5,6.7,7.2,6.4,4.9,176000,1
1788,3,2,1,25,0,11838,7.48,8.4,1.9,8.3,5.65,1.75,7,1,1Fam,8,5.6,7,7.5,7.6,8.1,3.3,2.9,236500,1
2236,4,2.5,2,29,0,13006,6.44,7.5,1.6,7,4.37,3.74,7,1,1Fam,7,7.3,7.2,6.5,7.3,7.4,2.2,2.6,222000,1
1466,3,2,1,19,0,8925,3.91,7.1,1.5,8.6,3.97,2.01,8.3,1,1Fam,8,7.6,8.1,7.9,8.7,7.4,1.3,5.5,201000,0
925,2,1,1,61,0,9100,6.43,4.5,5.5,6.4,7.03,3.15,7.4,1,1Fam,5,2,5.8,4.9,5.5,7.3,6.9,1.7,117500,0
1905,3,2,1,20,0,11670,4.39,8.3,2.3,9.3,0.78,0,9.6,1,1Fam,9,6.3,8.2,8.5,9.3,6.5,1.2,7,320000,1
1500,3,2,1,22,0,8487,2.04,6.7,1.9,7.8,3.83,2.42,7.7,1,1Fam,7,4.8,7.8,7.1,6.3,6,3.6,6.7,190000,0
2069,4,2,1,66,1,27650,14.27,7,2.6,7.2,3.9,4.06,2.9,1,1Fam,7,0.7,7,8.1,6.8,10,6.3,0,242000,1
747,1,1,1,100,1,5825,2.41,3.3,5.8,4.2,8.82,6.79,7.7,1,1Fam,4,0,4.2,3.7,5,4,10,7.6,79900,0
1200,2,2,1,23,0,10083,4.02,6.5,1.6,6.6,5.87,3.91,7.6,1,1Fam,7,6.7,7.8,6.8,7.6,7.8,4.4,7.3,184900,0
1971,3,2.5,2,21,0,9675,5.55,6.5,3.6,7.5,5.32,2.01,8.2,1,1Fam,7,7.2,7.3,7.3,6.2,8.6,1.4,3.7,253000,1
1962,3,2.5,2,20,0,8760,4.62,7.1,2.3,7.6,5.82,4.62,9,1,1Fam,7,8.2,7.2,6.7,7,6.6,2.1,5.4,239799,0
2403,4,2,2,86,1,24090,11.48,7,2.8,8.1,4.84,2.04,2.5,1,1Fam,7,1.1,7.1,7.3,7.2,10,9.7,0,244400,2
1728,4,2,1,50,0,12640,5.04,5.6,3.5,6.8,7.2,4.21,6.6,1,Duplex,6,5.1,5.8,5.6,5.6,8.1,6,3,150900,0
2060,3,2.5,2,27,0,8755,5.25,7.1,2.2,6.9,5.01,2.99,8.3,1,1Fam,7,5.7,7,7.9,5.8,6,2.4,5.3,214000,1
1440,4,2,1,49,0,7711,4.51,3.7,6,5.2,8.06,5.83,8.7,0,Duplex,4,1.9,3.6,4.2,4,6.5,4.4,3.7,150000,0
1632,4,2,1,59,0,25000,12.4,4.9,4.8,5.6,6.73,6.34,3.8,1,Duplex,5,5,5,4.7,4.6,10,5.7,0,143000,0
1344,3,1,1,68,0,14375,9.03,6.8,3.6,6.7,6.68,3.29,6.9,1,1Fam,6,3.8,4.8,5.7,5.6,8.7,8.2,2,137500,1
1869,2,1,2,136,1,8820,3.34,5.7,4.3,5.5,6.58,3.65,7,1,1Fam,5,0,5.2,4.7,4.8,4.3,10,7.4,124900,0
1144,3,1,1,67,0,8163,2.56,4.4,5.3,5.1,7.98,5.02,9.5,1,1Fam,5,0.4,4.9,5.7,4.9,6,6.8,6.8,143000,1
1629,3,2,1,24,1,14536,6.58,8.4,3.7,9,2.87,1.6,7.4,1,1Fam,8,8,7.8,7.4,8,9.9,2,1.8,270000,1
1776,3,2.5,2,24,0,14006,6.96,7.4,3.1,8,3.9,6.38,5.2,1,1Fam,7,6.9,7.1,6.7,6.6,8.7,3.1,3.6,192500,1
1381,3,1.5,1,54,1,9360,4.92,5.4,5,5.4,6.69,4.68,6.6,1,1Fam,6,3.1,5.3,5.7,5.9,7.3,5.6,6.4,197500,1
864,3,1,1,76,1,7200,3.36,5.4,3.6,5.1,6.91,4.59,7.2,1,1Fam,5,1.4,6,5,4.1,4.4,6.6,6,129000,0
965,3,1,1,61,0,7800,4.25,5.8,5.2,5.3,6.55,3.94,8.7,1,1Fam,5,2.7,4.9,4.9,5.2,5.1,5.1,4.9,119900,0
768,2,1,1,54,1,7200,2.35,4.4,3.9,5.7,7.89,3.12,6.9,1,1Fam,5,2.1,4.9,4.3,3.6,4.8,3.4,7.1,133900,0
1968,4,2.5,2,57,0,11075,6.98,4.5,3.5,6.3,6.39,3.97,6.9,1,1Fam,5,2.6,4.5,4.8,4.9,7,4.9,3.6,172000,1
980,4,2,1,51,0,9400,4.62,6.5,3.3,6.1,5.8,4.11,8.1,0,Duplex,6,4.3,6,6,6.5,6.5,5.9,6.6,127500,0
1958,4,2,2,80,1,7136,4.69,6.1,5.2,6.3,7.4,5.43,8.1,1,Duplex,6,0.5,6.7,5.7,5.5,5.9,9.3,4.1,145000,0
1229,2,1.5,2,46,0,1300,0.99,6.3,5,6.2,7.54,5.12,9.9,1,TwnhsE,6,4.5,6.5,6.3,6.4,0,5.3,7.5,124000,1
1057,3,1,1,64,0,7420,4.17,5.2,5.2,4.9,8.57,5.23,7.1,1,1Fam,5,2.9,5.4,5.5,5.6,5.4,7,8.2,132000,0
1337,3,2,1,23,0,8450,4.79,7.2,1.5,7.5,4.72,2.68,8.5,1,1Fam,7,6.8,7.3,7,5.3,5.8,2.2,5,185000,0
1416,3,2.5,2,27,0,2572,1.73,6.3,2.8,8.2,6.23,3.27,8.7,1,Twnhs,7,6.8,6.8,7.1,6.9,1.9,3.5,8.5,155000,0
858,2,1,1,68,1,7207,4.25,5.5,5.3,4.8,6.05,4.48,7.9,0,1Fam,5,0,4.3,3.9,3.6,5.7,7.1,5.1,116500,0
2872,4,2.5,2,49,1,12227,7.44,6.6,4.2,6.9,5.09,5.72,7.2,1,1Fam,6,3.4,5.9,5.8,5.9,8.2,6.7,3,272000,1
1548,3,2.5,2,50,0,2308,1.35,5.9,2.2,5.4,3.65,3.81,9.5,1,TwnhsE,6,4.5,5.9,6.5,6,2,4.9,9.6,155000,1
1800,2,2,1,19,0,11923,6.67,9,0.1,9.5,4.67,0.91,7,1,1Fam,9,7.2,9.5,8.8,7.8,8.7,3.2,3.6,239000,0
1894,4,2.5,2,24,1,11316,5.57,6.2,2.9,7.5,4.14,0.78,6.4,1,1Fam,7,6.5,7.2,6.6,8,7,3.3,6.2,214900,1
1484,3,2.5,2,21,1,10237,6.56,6.3,4.5,7.8,5.87,3.8,7.1,1,1Fam,6,6.3,6.8,7.1,6.1,7.1,2.8,3.1,178900,1
1308,2,1.5,2,86,1,9600,4.12,5.3,2.8,5.3,6.09,5.84,7.6,1,1Fam,5,0.3,5.6,5.9,4.6,6.1,6.6,5.6,160000,2
1098,3,1,1,71,0,7390,5.5,5,4.8,4,7.7,3.93,6.8,1,1Fam,5,1.7,4.8,5.2,5.7,4.8,8,4.7,135000,0
968,2,1,2,116,1,5925,2.92,3.6,7.1,1.9,8.62,6.25,8.1,0,1Fam,3,0,2.1,3.6,2.1,3.6,10,7.5,37900,0
1095,2,1,1,68,0,10382,3.76,5.8,4.8,6.6,4.7,4.79,7.8,1,2fmCon,6,0,6.7,4.9,5.4,7.4,6.4,6.5,140000,0
1192,4,1.5,2,77,1,10800,5.53,4.3,6.7,4.8,8.44,4.52,6,0,1Fam,4,0.2,4.7,3.6,2.9,7.3,6.2,3.2,135000,0
1626,2,2,2,23,1,2268,0.45,6.5,3.6,8,3.57,4.06,10,1,Twnhs,7,6.8,6.3,6.8,7.9,1.9,2.3,9.9,173000,0
918,2,2,1,47,0,7892,4.79,6,3.2,6.7,5.16,3.47,9.3,1,TwnhsE,6,3.8,6.8,5.9,6.2,5.2,4.7,4.8,99500,1
1428,3,2,1,19,1,11639,5.17,6.9,1.1,8.5,2.89,2.61,5.8,1,1Fam,7,7,7.2,6.8,7.3,6.2,0.6,4.3,182000,0
2019,3,1,2,116,1,11414,5.26,7.1,2.6,7.3,3.58,1.88,8.5,1,1Fam,7,0,7.1,5.7,7.2,7.6,10,4.8,167500,0
1382,3,2.5,2,26,0,2651,0,6.8,4,8.3,5.18,3.38,9.2,1,Twnhs,7,7.6,7.8,7.2,7.3,1.8,3.1,9.6,165000,0
869,2,1,1,103,1,5900,2.5,3.9,7.4,3.3,6.04,8.46,8.9,0,1Fam,4,0,4.7,4.3,4,4.2,10,6.4,85500,0
1241,1,1.5,1,20,1,4274,0,7.4,3.7,7.1,3.52,3.78,8.4,1,TwnhsE,7,9.3,7.3,7.8,7.1,2.3,2.2,7.7,199900,0
894,3,1,1,72,0,9450,3.14,3.8,6.4,3.1,8,5.14,8.6,1,1Fam,4,1.5,4.2,3.6,4.1,5.1,8.4,8.6,110000,0
1121,3,1,1,63,0,8816,5.17,4.2,5.4,5.3,6.46,6.14,8.2,1,1Fam,5,2.1,5.3,4.6,4.7,6.5,6.2,5.4,139000,0
999,3,1,1,65,1,12122,6.85,7.9,2.4,7.7,6.99,2.68,6.2,1,1Fam,7,2.8,6.8,5.7,7,7.8,6.4,3,178400,0
2612,4,2.5,2,28,1,12203,6.53,8.7,1.9,8.9,5.83,3.37,5.8,1,1Fam,8,5,8,7.9,8.1,8.3,1.9,2.8,336000,1
1266,2,2,1,19,0,3182,0.62,6.4,4.7,7.7,4.13,3.81,7.7,1,1Fam,7,7,6.5,7.5,7.1,1.8,0.3,6.5,159895,1
2290,4,2.5,2,24,0,11250,5.58,8.3,1.1,8.2,4.56,0,7.4,1,1Fam,8,6.9,7.8,7.7,7.3,7.5,4.3,3.7,255900,1
1734,4,2,2,49,0,10125,5.06,4.7,6.6,5.4,7.75,4,8,1,Duplex,5,5.2,4.8,6.1,4.3,6.3,6,5.7,126000,0
1164,3,1,1,76,0,10880,4.28,5.1,4.7,4.5,6.4,5.94,7.9,1,2fmCon,5,0.5,4.7,4.9,5.5,6.3,6.2,6.7,125000,0
1635,2,1,2,116,1,5310,4.16,6.1,5.3,7.6,4.5,4.15,8.6,1,1Fam,6,0,6.1,6.1,5.8,4,10,6.5,117000,0
1940,3,2.5,1,17,1,10159,5.96,8.9,0,9.7,2.99,0,6.3,1,1Fam,9,7.3,8.8,8.3,9.3,6.2,1.6,4.2,395192,1
